Recency,Frequency,Monetary,Segment
39,1,396.33,Occasional
288,1,101.7,Churned
25,5,2009.24,Occasional
257,2,453.0,Churned
185,1,247.44,Churned
113,12,3859.82,Occasional
373,1,489.6,Churned
22,10,2611.75,Occasional
7,11,2584.41,Occasional
216,2,336.13,Churned
44,4,3613.15,Occasional
18,2,1231.5,Occasional
35,3,343.45,Occasional
25,1,680.84,Occasional
15,1,90.48,Occasional
329,2,689.95,Churned
273,1,101.34,Churned
97,2,4055.72,Occasional
60,1,166.03,Occasional
1,11,9068.26,Occasional
92,4,2106.52,Occasional
81,7,3017.3,Occasional
312,2,580.05,Churned
11,3,849.06,Occasional
7,6,2662.4,Occasional
126,1,168.31,Occasional
10,2,222.4,Occasional
0,60,259657.3,VIP
36,1,754.64,Occasional
37,1,113.48000000000002,Occasional
329,1,421.9,Churned
253,1,271.0,Churned
1,26,8004.92,Active valuable
19,1,198.8,Occasional
11,2,352.69,Occasional
368,1,76.32000000000001,Churned
289,1,220.1,Churned
67,8,1403.11,Occasional
25,1,315.65,Occasional
10,26,5625.08,Active valuable
367,1,180.7,Churned
213,1,111.15,Churned
148,2,653.3000000000001,Churned
7,6,1793.06,Occasional
23,2,574.4399999999999,Occasional
29,4,1131.75,Occasional
60,1,200.92,Occasional
18,3,347.08,Occasional
242,1,112.55,Churned
14,3,1059.39,Occasional
211,1,931.5,Churned
28,5,681.91,Occasional
62,3,784.33,Occasional
294,1,152.65,Churned
17,6,8438.34,Occasional
156,2,1019.52,Churned
116,2,1000.16,Occasional
7,12,2888.75,Occasional
12,4,2861.55,Occasional
140,2,160.35,Occasional
45,2,179.34,Occasional
50,3,612.0799999999999,Occasional
31,3,566.58,Occasional
134,2,653.35,Occasional
2,2,399.19,Occasional
74,3,371.62,Occasional
12,2,675.64,Occasional
8,2,453.4,Occasional
300,1,530.15,Churned
56,2,638.0600000000001,Occasional
14,5,1618.69,Occasional
36,1,399.65,Occasional
176,1,302.46,Churned
22,3,1384.86,Occasional
175,6,1160.04,Churned
60,1,202.65,Occasional
32,3,980.31,Occasional
58,5,1231.31,Occasional
14,20,7561.68,Active valuable
86,4,2106.84,Occasional
6,1,104.0,Occasional
357,1,476.35,Churned
30,6,1340.87,Occasional
128,4,1590.81,Occasional
8,6,1793.17,Occasional
4,6,1843.75,Occasional
23,1,366.85,Occasional
226,2,632.07,Churned
14,1,49.8,Occasional
248,1,304.25,Churned
14,3,2001.04,Occasional
77,2,1090.24,Occasional
191,2,284.46000000000004,Churned
261,1,207.8,Churned
71,1,957.97,Occasional
164,1,243.76,Churned
81,1,973.84,Occasional
94,2,686.63,Occasional
3,17,5425.56,Active valuable
105,1,150.35,Occasional
199,3,1396.99,Churned
156,1,160.42000000000002,Churned
70,3,1975.35,Occasional
35,2,517.36,Occasional
28,1,139.10000000000002,Occasional
1,6,2621.38,Occasional
25,5,600.07,Occasional
325,1,216.07,Churned
236,1,232.48,Churned
88,1,299.34000000000003,Occasional
30,1,481.75,Occasional
28,2,621.75,Occasional
210,2,641.92,Churned
2,10,2069.77,Occasional
226,1,305.28,Churned
21,5,1041.61,Occasional
92,1,443.0,Occasional
4,14,6484.54,Active valuable
263,1,158.95000000000002,Churned
2,12,5504.96,Occasional
43,11,5228.05,Occasional
217,1,93.75,Churned
56,2,779.9,Occasional
11,20,7276.9,Active valuable
8,7,2810.2000000000003,Occasional
191,5,2071.77,Churned
81,4,592.97,Occasional
325,1,440.0,Churned
71,3,1796.48,Occasional
29,6,882.24,Occasional
2,5,987.1,Occasional
218,5,1561.61,Churned
45,1,422.58,Occasional
9,17,2073.09,Active valuable
71,4,2232.49,Occasional
6,7,2567.06,Occasional
23,2,596.1,Occasional
122,2,804.02,Occasional
16,1,95.34,Occasional
309,1,349.27,Churned
86,1,4314.72,Occasional
50,2,518.27,Occasional
88,1,103.3,Occasional
38,8,2337.63,Occasional
24,3,2338.6,Occasional
172,6,2628.35,Churned
42,2,324.24,Occasional
139,1,149.48,Occasional
25,3,1213.16,Occasional
71,2,801.51,Occasional
133,1,25.5,Occasional
365,1,168.60000000000002,Churned
37,2,283.15000000000003,Occasional
2,6,3078.58,Occasional
1,3,204.0,Occasional
29,1,175.92,Occasional
43,1,335.86,Occasional
57,1,110.38,Occasional
73,1,173.9,Occasional
277,1,180.6,Churned
180,1,80.82,Churned
7,2,178.05,Occasional
3,16,2045.53,Active valuable
42,3,1837.28,Occasional
